ref,start,word,kind,reason,context_before,context_after
Gen.38.6,19,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Juda nahm  ein Weib  für Gher, seinen Erstgeborenen , und ihr Name  war Tamar.","Und Juda nahm  eine Frau  für Gher, seinen Erstgeborenen , und ihr Name  war Tamar."
Gen.38.8,43,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da sprach Juda  zu Onan : Gehe  ein zu dem Weibe  deines Bruders , und leiste ihr die Schwagerpflicht und erwecke deinem Bruder Samen .","Da sprach Juda  zu Onan : Gehe  ein zu der Frau  deines Bruders , und leiste ihr die Schwagerpflicht und erwecke deinem Bruder Samen ."
Gen.38.9,96,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da aber Onan wußte , daß der Same nicht  sein eigen sein sollte, so geschah es, wenn er  zu dem Weibe  seines Bruders  einging, daß er ihn verderbte  zur Erde , um seinem Bruder  keinen Samen  zu geben .","Da aber Onan wusste , dass der Same nicht  sein eigen sein sollte, so geschah es, wenn er  zu der Frau  seines Bruders  einging, dass er ihn verderbte  zur Erde , um seinem Bruder  keinen Samen  zu geben ."
Gen.38.12,65,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Als der Tage viele  geworden, da starb  die Tochter  Schuas, das Weib Judas . Und als Juda getröstet  war, ging er  zu seinen Schafscherern hinauf, er und Hira , sein Freund , der Adullamiter, nach Timna.","Als der Tage viele  geworden, da starb  die Tochter  Schuas, die Frau Judas . Und als Juda getröstet  war, ging er  zu seinen Schafscherern hinauf, er und Hira , sein Freund , der Adullamiter, nach Timna."
Gen.38.14,263,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da legte sie  die Kleider  ihrer Witwenschaft  von sich  und bedeckte sich  mit einem Schleier und verhüllte sich ; und sie setzte  sich an den Eingang  von Enaim , das am Wege  nach Timna liegt; denn sie sah , daß Schela groß geworden  war und sie ihm nicht zum Weibe  gegeben wurde.","Da legte sie  die Kleider  ihrer Witwenschaft  von sich  und bedeckte sich  mit einem Schleier und verhüllte sich ; und sie setzte  sich an den Eingang  von Enaim , das am Wege  nach Timna liegt; denn sie sah , dass Schela groß geworden  war und sie ihm nicht zur Frau  gegeben wurde."
Gen.38.20,119,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Juda  sandte das Ziegenböcklein durch die Hand  seines Freundes, des Adullamiters, um das Pfand  aus der Hand  des Weibes  zu nehmen ; aber er fand sie  nicht.","Und Juda  sandte das Ziegenböcklein durch die Hand  seines Freundes, des Adullamiters, um das Pfand  aus der Hand  der Frau  zu nehmen ; aber er fand sie  nicht."
Gen.39.7,48,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und es geschah nach  diesen Dingen, da warf das Weib  seines Herrn  ihre Augen  auf Joseph  und sprach : Liege bei  mir!","Und es geschah nach  diesen Dingen, da warf die Frau  seines Herrn  ihre Augen  auf Joseph  und sprach : Liege bei  mir!"
Gen.39.8,42,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Er aber weigerte sich  und sprach  zu dem Weibe  seines Herrn : Siehe, mein Herr  kümmert sich  um nichts bei mir im Hause ; und alles, was er hat , hat er in meine Hand gegeben .","Er aber weigerte sich  und sprach  zu der Frau  seines Herrn : Siehe, mein Herr  kümmert sich  um nichts bei mir im Hause ; und alles, was er hat , hat er in meine Hand gegeben ."
Gen.39.9,116,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Niemand ist größer  in diesem Hause  als ich, und  er hat mir gar nichts  vorenthalten als nur dich, indem du  sein Weib  bist; und wie  sollte ich dieses große Übel tun  und wider Gott sündigen ?","Niemand ist größer  in diesem Hause  als ich, und  er hat mir gar nichts  vorenthalten als nur dich, indem du  seine Frau  bist; und wie  sollte ich dieses große Übel tun  und wider Gott sündigen ?"
Gen.39.19,49,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und es geschah, als sein Herr  die Worte  seines Weibes hörte , die sie  zu ihm redete , indem sie sprach : Nach diesen Worten  hat mir dein Knecht getan , da entbrannte sein Zorn .","Und es geschah, als sein Herr  die Worte  seiner Frau hörte , die sie  zu ihm redete , indem sie sprach : Nach diesen Worten  hat mir dein Knecht getan , da entbrannte sein Zorn ."
Gen.40.10,56,schoß,spelling-context,Kontextabhängige Schreibung/modernes Homograph; unverändert prüfen.,"und an dem Weinstock drei Reben ; und sowie er knospte, schoß seine Blüte auf , seine Traubenkämme reiften zu Trauben .","und an dem Weinstock drei Reben ; und sowie er knospte, schoß seine Blüte auf , seine Traubenkämme reiften zu Trauben ."
Gen.41.45,133,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und der Pharao gab Joseph  den Namen : Zaphnath-Pahneach, und gab  ihm Asnath , die Tochter Potipheras , des Priesters  von On , zum Weibe . Und Joseph  zog aus  in das Land Ägypten .","Und der Pharao gab Joseph  den Namen : Zaphnath-Pahneach, und gab  ihm Asnath , die Tochter Potipheras , des Priesters  von On , zur Frau . Und Joseph  zog aus  in das Land Ägypten ."
Gen.44.27,69,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und dein Knecht , mein Vater , sprach  zu uns: Ihr  wisset, daß mein Weib  mir zwei geboren  hat;","Und dein Knecht , mein Vater , sprach  zu uns: Ihr  wisset, dass meine Frau  mir zwei geboren  hat;"
Gen.46.19,23,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Die Söhne Rahels , des Weibes Jakobs : Joseph  und Benjamin .","Die Söhne Rahels , der Frau Jakobs : Joseph  und Benjamin ."
Gen.49.31,42,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Dort haben sie Abraham begraben  und sein Weib Sara ; dort haben sie Isaak begraben  und sein Weib Rebekka ; und dort habe ich Lea begraben ;,Dort haben sie Abraham begraben  und seine Frau Sara ; dort haben sie Isaak begraben  und seine Frau Rebekka ; und dort habe ich Lea begraben ;
Gen.49.31,94,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Dort haben sie Abraham begraben  und sein Weib Sara ; dort haben sie Isaak begraben  und sein Weib Rebekka ; und dort habe ich Lea begraben ;,Dort haben sie Abraham begraben  und seine Frau Sara ; dort haben sie Isaak begraben  und seine Frau Rebekka ; und dort habe ich Lea begraben ;
Exod.2.2,8,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und das Weib  ward schwanger  und gebar  einen Sohn . Und sie sah , daß er schön  war, und verbarg ihn drei Monate .","Und die Frau  ward schwanger  und gebar  einen Sohn . Und sie sah , dass er schön  war, und verbarg ihn drei Monate ."
Exod.2.7,98,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und seine Schwester sprach  zu der Tochter  des Pharao : Soll ich hingehen  und dir ein säugendes Weib  von den Hebräerinnen rufen , daß sie dir das Kind säuge ?","Und seine Schwester sprach  zu der Tochter  des Pharao : Soll ich hingehen  und dir eine säugende Frau  von den Hebräerinnen rufen , dass sie dir das Kind säuge ?"
Exod.2.9,141,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Und  die Tochter  des Pharao sprach  zu ihr: Nimm dieses Kind  mit und säuge  es mir, und ich werde dir deinen Lohn geben . Und das Weib nahm  das Kind  und säugte  es.","
        Und  die Tochter  des Pharao sprach  zu ihr: Nimm dieses Kind  mit und säuge  es mir, und ich werde dir deinen Lohn geben . Und die Frau nahm  das Kind  und säugte  es."
Exod.3.22,18,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,und es soll jedes Weib  von ihrer Nachbarin  und von ihrer Hausgenossin silberne Geräte  und goldene Geräte  und Kleider fordern ; und ihr sollt sie auf eure Söhne  und auf eure Töchter legen  und die Ägypter  berauben.,und es soll jede Frau  von ihrer Nachbarin  und von ihrer Hausgenossin silberne Geräte  und goldene Geräte  und Kleider fordern ; und ihr sollt sie auf eure Söhne  und auf eure Töchter legen  und die Ägypter  berauben.
Exod.4.20,20,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Und Mose nahm  sein Weib  und seine Söhne  und ließ sie auf Eseln reiten  und kehrte  in das Land Ägypten  zurück; und Mose nahm  den Stab Gottes  in seine Hand .,Und Mose nahm  seine Frau  und seine Söhne  und ließ sie auf Eseln reiten  und kehrte  in das Land Ägypten  zurück; und Mose nahm  den Stab Gottes  in seine Hand .
Exod.6.20,75,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Und 
        Amram 
        nahm  Jokebed, seine Muhme , sich zum Weibe , und sie gebar  ihm Aaron  und Mose ; und die Lebensjahre Amrams  waren hundertsiebenunddreißig Jahre .","
        Und 
        Amram 
        nahm  Jokebed, seine Muhme , sich zur Frau , und sie gebar  ihm Aaron  und Mose ; und die Lebensjahre Amrams  waren hundertsiebenunddreißig Jahre ."
Exod.6.23,88,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Aaron nahm  Elischeba, die Tochter Amminadabs , die Schwester  Nachschons, sich zum Weibe ; und sie gabar ihm Nadab  und Abihu , Eleasar  und Ithamar .","Und Aaron nahm  Elischeba, die Tochter Amminadabs , die Schwester  Nachschons, sich zur Frau ; und sie gabar ihm Nadab  und Abihu , Eleasar  und Ithamar ."
Exod.6.25,78,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Eleasar , der Sohn Aarons , nahm  eine von den Töchtern Putiels  sich zum Weibe , und sie gebar  ihm Pinehas ; das sind die Häupter  der Väter  der Leviten  nach ihren Geschlechtern .","Und Eleasar , der Sohn Aarons , nahm  eine von den Töchtern Putiels  sich zur Frau , und sie gebar  ihm Pinehas ; das sind die Häupter  der Väter  der Leviten  nach ihren Geschlechtern ."
Exod.8.6,112,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"Und er sprach : Auf morgen . Da sprach  er: Es sei nach deinem Worte , auf daß du wissest , daß niemand ist wie Jehova , unser Gott .","Und er sprach : Auf morgen . Da sprach  er: Es sei nach deinem Worte , auf dass du wissest , dass niemand ist wie HERR , unser Gott ."
Exod.15.3,38,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"
        Jehova  ist ein Kriegsmann , Jehova  sein Name .","
        Der HERR  ist ein Kriegsmann , HERR  sein Name ."
Exod.15.11,39,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"Wer ist dir gleich unter den Göttern , Jehova ! Wer ist dir gleich, herrlich  in Heiligkeit , furchtbar an Ruhm , Wunder  tuend!","Wer ist dir gleich unter den Göttern , HERR ! Wer ist dir gleich, herrlich  in Heiligkeit , furchtbar an Ruhm , Wunder  tuend!"
Exod.15.16,132,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"Es überfiel sie Schrecken  und Furcht ; ob der Größe deines Armes  verstummten sie gleich einem Stein , bis hindurchzog dein Volk , Jehova , bis hindurchzog das Volk , das du erworben hast .","Es überfiel sie Schrecken  und Furcht ; ob der Größe deines Armes  verstummten sie gleich einem Stein , bis hindurchzog dein Volk , HERR , bis hindurchzog das Volk , das du erworben hast ."
Exod.17.15,54,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"Und Mose baute  einen Altar  und gab  ihm den Namen : Jehova, mein Panier!","Und Mose baute  einen Altar  und gab  ihm den Namen : HERR, mein Panier!"
Exod.18.2,59,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und Jethro , der Schwiegervater Moses , nahm Zippora , das Weib Moses , nach  ihrer Heimsendung,","Und Jethro , der Schwiegervater Moses , nahm Zippora , die Frau Moses , nach  ihrer Heimsendung,"
Exod.18.5,66,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und Jethro , der Schwiegervater Moses , und seine Söhne  und sein Weib  kamen zu Mose  in die Wüste , wo er  gelagert war am Berge Gottes .","und Jethro , der Schwiegervater Moses , und seine Söhne  und seine Frau  kamen zu Mose  in die Wüste , wo er  gelagert war am Berge Gottes ."
Exod.18.6,91,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und er  ließ Mose  sagen: Ich, dein Schwiegervater Jethro , bin zu dir gekommen , und dein Weib  und ihre beiden Söhne  mit ihr.","Und er  ließ Mose  sagen: Ich, dein Schwiegervater Jethro , bin zu dir gekommen , und deine Frau  und ihre beiden Söhne  mit ihr."
Exod.19.9,175,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"Und Jehova sprach  zu Mose : Siehe, ich werde zu dir kommen  im Dunkel des Gewölks, damit das Volk höre , wenn ich mit dir rede , und dir auch glaube ewiglich . Und Mose  tat Jehova  die Worte des Volkes  kund.","Und der HERR sprach  zu Mose : Siehe, ich werde zu dir kommen  im Dunkel des Gewölks, damit das Volk höre , wenn ich mit dir rede , und dir auch glaube ewiglich . Und Mose  tat HERR  die Worte des Volkes  kund."
Exod.19.15,81,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Und er sprach zu  dem Volke : Seid  bereit auf den dritten Tag ; nahet nicht zum Weibe .,Und er sprach zu  dem Volke : Seid  bereit auf den dritten Tag ; nahet nicht zur Frau .
Exod.20.17,91,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Du sollst nicht begehren  deines Nächsten Haus ; du sollst nicht begehren  deines Nächsten Weib , noch seinen Knecht , noch seine Magd , noch sein Rind, noch seinen Esel , noch alles, was dein Nächster  hat.","Du sollst nicht begehren  deines Nächsten Haus ; du sollst nicht begehren  deines Nächsten Frau , noch seinen Knecht , noch seine Magd , noch sein Rind, noch seinen Esel , noch alles, was dein Nächster  hat."
Exod.21.3,70,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn er  allein gekommen ist, soll er allein ausgehen ; wenn er eines Weibes  Mann war, soll sein Weib  mit ihm ausgehen .","Wenn er  allein gekommen ist, soll er allein ausgehen ; wenn er einer Frau  Mann war, soll seine Frau  mit ihm ausgehen ."
Exod.21.3,98,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn er  allein gekommen ist, soll er allein ausgehen ; wenn er eines Weibes  Mann war, soll sein Weib  mit ihm ausgehen .","Wenn er  allein gekommen ist, soll er allein ausgehen ; wenn er einer Frau  Mann war, soll seine Frau  mit ihm ausgehen ."
Exod.21.4,24,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn sein Herr  ihm ein Weib gegeben  und sie ihm Söhne oder Töchter geboren  hat, so sollen das Weib  und ihre Kinder  ihrem Herrn  gehören, und er soll allein ausgehen .","Wenn sein Herr  ihm eine Frau gegeben  und sie ihm Söhne oder Töchter geboren  hat, so sollen die Frau  und ihre Kinder  ihrem Herrn  gehören, und er soll allein ausgehen ."
Exod.21.4,97,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn sein Herr  ihm ein Weib gegeben  und sie ihm Söhne oder Töchter geboren  hat, so sollen das Weib  und ihre Kinder  ihrem Herrn  gehören, und er soll allein ausgehen .","Wenn sein Herr  ihm eine Frau gegeben  und sie ihm Söhne oder Töchter geboren  hat, so sollen die Frau  und ihre Kinder  ihrem Herrn  gehören, und er soll allein ausgehen ."
Exod.21.5,65,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn aber der Knecht  etwa sagt : Ich liebe  meinen Herrn , mein Weib und  meine Kinder , ich will nicht frei ausgehen ,","Wenn aber der Knecht  etwa sagt : Ich liebe  meinen Herrn , meine Frau und  meine Kinder , ich will nicht frei ausgehen ,"
Exod.21.22,58,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und wenn Männer sich  streiten und stoßen ein schwangeres Weib , daß ihr die Frucht abgeht , und es geschieht kein Schaden, so soll  er gewißlich an Geld gestraft werden , jenachdem der Mann  des Weibes  ihm auferlegen wird, und er soll  es geben  durch die Richter .","Und wenn Männer sich  streiten und stoßen eine schwangere Frau , dass ihr die Frucht abgeht , und es geschieht kein Schaden, so soll  er gewisslich an Geld gestraft werden , jenachdem der Mann  der Frau  ihm auferlegen wird, und er soll  es geben  durch die Richter ."
Exod.21.22,196,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und wenn Männer sich  streiten und stoßen ein schwangeres Weib , daß ihr die Frucht abgeht , und es geschieht kein Schaden, so soll  er gewißlich an Geld gestraft werden , jenachdem der Mann  des Weibes  ihm auferlegen wird, und er soll  es geben  durch die Richter .","Und wenn Männer sich  streiten und stoßen eine schwangere Frau , dass ihr die Frucht abgeht , und es geschieht kein Schaden, so soll  er gewisslich an Geld gestraft werden , jenachdem der Mann  der Frau  ihm auferlegen wird, und er soll  es geben  durch die Richter ."
Exod.21.28,41,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und wenn ein Ochse  einen Mann  oder ein Weib stößt , daß sie sterben , so soll  der Ochse  gewißlich gesteinigt, und sein Fleisch soll  nicht gegessen  werden; aber der Besitzer des Ochsen  soll schuldlos sein.","Und wenn ein Ochse  einen Mann  oder eine Frau stößt , dass sie sterben , so soll  der Ochse  gewisslich gesteinigt, und sein Fleisch soll  nicht gegessen  werden; aber der Besitzer des Ochsen  soll schuldlos sein."
Exod.21.29,148,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn aber der Ochse  vordem stößig war , und  sein Besitzer ist gewarnt worden, und er hat  ihn nicht verwahrt , und er tötet  einen Mann  oder ein Weib , so soll  der Ochse  gesteinigt, und auch sein Besitzer soll  getötet werden.","Wenn aber der Ochse  vordem stößig war , und  sein Besitzer ist gewarnt worden, und er hat  ihn nicht verwahrt , und er tötet  einen Mann  oder eine Frau , so soll  der Ochse  gesteinigt, und auch sein Besitzer soll  getötet werden."
Exod.22.15,140,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und so jemand  eine Jungfrau  betört, die nicht  verlobt ist , und liegt bei ihr, so soll er sie gewißlich durch eine Heiratsgabe sich  zum Weibe  erkaufen.","Und so jemand  eine Jungfrau  betört, die nicht  verlobt ist , und liegt bei ihr, so soll er sie gewisslich durch eine Heiratsgabe sich  zur Frau  erkaufen."
Exod.32.11,90,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"
        Und 
        Mose 
        flehte  zu Jehova , seinem Gott , und sprach : Warum, Jehova , sollte dein Zorn  entbrennen wider dein Volk , das du aus  dem Lande Ägypten  herausgeführt hast mit großer Kraft  und mit starker Hand ?","
        Und 
        Mose 
        flehte  zu dem HERRN , seinem Gott , und sprach : Warum, HERR , sollte dein Zorn  entbrennen wider dein Volk , das du aus  dem Lande Ägypten  herausgeführt hast mit großer Kraft  und mit starker Hand ?"
Exod.34.6,58,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"Und Jehova ging  vor seinem Angesicht  vorüber und rief : Jehova , Jehova , Gott , barmherzig  und gnädig , langsam zum Zorn  und groß  an Güte  und Wahrheit ,","Und der HERR ging  vor seinem Angesicht  vorüber und rief : HERR , HERR , Gott , barmherzig  und gnädig , langsam zum Zorn  und groß  an Güte  und Wahrheit ,"
Exod.34.6,67,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,"Und Jehova ging  vor seinem Angesicht  vorüber und rief : Jehova , Jehova , Gott , barmherzig  und gnädig , langsam zum Zorn  und groß  an Güte  und Wahrheit ,","Und der HERR ging  vor seinem Angesicht  vorüber und rief : HERR , HERR , Gott , barmherzig  und gnädig , langsam zum Zorn  und groß  an Güte  und Wahrheit ,"
Exod.36.6,86,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Da gebot Mose , und  man ließ  einen Ruf durchs Lager  ergehen also: Weder Mann  noch Weib  soll ferner ein Werk machen  für das Hebopfer  des Heiligtums ! Und so wurde dem Volke  das Bringen gewehrt .","Da gebot Mose , und  man ließ  einen Ruf durchs Lager  ergehen also: Weder Mann  noch Frau  soll ferner ein Werk machen  für das Hebopfer  des Heiligtums ! Und so wurde dem Volke  das Bringen gewehrt ."
Lev.5.19,51,Jehova,divine-name-syntax,Subjekt/Objekt/Anrede ohne eindeutiges Regelsignal; Artikel und Kasus prüfen.,Es ist ein Schuldopfer ; er hat sich  gewißlich an Jehova verschuldet .,Es ist ein Schuldopfer ; er hat sich  gewisslich an HERR verschuldet .
Lev.12.2,60,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Rede  zu den Kindern Israel  und sprich : Wenn ein Weib empfängt  und ein männliches Kind gebiert , so wird sie unrein sein sieben Tage ; wie in den Tagen  der Unreinheit ihrer Krankheit  wird sie unrein sein .","
        Rede  zu den Kindern Israel  und sprich : Wenn eine Frau empfängt  und ein männliches Kind gebiert , so wird sie unrein sein sieben Tage ; wie in den Tagen  der Unreinheit ihrer Krankheit  wird sie unrein sein ."
Lev.13.29,28,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und wenn ein Mann  oder ein Weib  ein Übel am Haupte  oder am Barte bekommt,","Und wenn ein Mann  oder eine Frau  ein Übel am Haupte  oder am Barte bekommt,"
Lev.13.38,28,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und wenn ein Mann  oder ein Weib  in der Haut  ihres Fleisches  Flecken bekommen, weiße  Flecken,","Und wenn ein Mann  oder eine Frau  in der Haut  ihres Fleisches  Flecken bekommen, weiße  Flecken,"
Lev.15.18,8,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und ein Weib , bei welchem ein Mann  liegt mit Samenerguß, sie sollen sich  im Wasser baden , und werden unrein sein  bis an den Abend .","Und eine Frau , bei welchem ein Mann  liegt mit Samenerguss, sie sollen sich  im Wasser baden , und werden unrein sein  bis an den Abend ."
Lev.15.19,13,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und wenn ein Weib  flüssig ist, und ihr Fluß  an ihrem Fleische Blut  ist, so soll sie sieben Tage  in ihrer Unreinheit sein ; und jeder, der sie anrührt , wird unrein sein  bis an den Abend .","Und wenn eine Frau  flüssig ist, und ihr Fluss  an ihrem Fleische Blut  ist, so soll sie sieben Tage  in ihrer Unreinheit sein ; und jeder, der sie anrührt , wird unrein sein  bis an den Abend ."
Lev.15.25,13,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und wenn ein Weib  ihren Blutfluß viele Tage hat  außer der Zeit  ihrer Unreinheit , oder wenn sie den Fluß hat über  ihre Unreinheit hinaus, so soll sie alle die Tage  des Flusses  ihrer Unreinigkeit  sein wie in den Tagen  ihrer Unreinheit: sie ist unrein .","Und wenn eine Frau  ihren Blutfluss viele Tage hat  außer der Zeit  ihrer Unreinheit , oder wenn sie den Fluss hat über  ihre Unreinheit hinaus, so soll sie alle die Tage  des Flusses  ihrer Unreinigkeit  sein wie in den Tagen  ihrer Unreinheit: sie ist unrein ."
Lev.15.33,104,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und für die, welche krank ist in ihrer Unreinheit, und für den, der seinen Fluß hat , es sei Mann  oder Weib , und für den Mann , der neben einer Unreinen liegt .","und für die, welche krank ist in ihrer Unreinheit, und für den, der seinen Fluss hat , es sei Mann  oder Frau , und für den Mann , der neben einer Unreinen liegt ."
Lev.18.8,15,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Die Blöße  des Weibes  deines Vaters  sollst du nicht aufdecken ; es ist die Blöße  deines Vaters .,Die Blöße  der Frau  deines Vaters  sollst du nicht aufdecken ; es ist die Blöße  deines Vaters .
Lev.18.11,28,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Die Blöße  der Tochter  des Weibes  deines Vaters , von deinem Vater  gezeugt, sie ist  deine Schwester , ihre Blöße  sollst du nicht aufdecken .","Die Blöße  der Tochter  der Frau  deines Vaters , von deinem Vater  gezeugt, sie ist  deine Schwester , ihre Blöße  sollst du nicht aufdecken ."
Lev.18.14,77,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Die Blöße  des Bruders  deines Vaters  sollst du nicht aufdecken : zu seinem Weibe  sollst du nicht nahen , sie ist deine Muhme .","Die Blöße  des Bruders  deines Vaters  sollst du nicht aufdecken : zu seiner Frau  sollst du nicht nahen , sie ist deine Muhme ."
Lev.18.15,76,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Die Blöße  deiner Schwiegertochter  sollst du nicht aufdecken ; sie ist das Weib  deines Sohnes , ihre Blöße  sollst du nicht aufdecken .","Die Blöße  deiner Schwiegertochter  sollst du nicht aufdecken ; sie ist die Frau  deines Sohnes , ihre Blöße  sollst du nicht aufdecken ."
Lev.18.16,15,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Die Blöße  des Weibes  deines Bruders  sollst du nicht aufdecken ; es ist die Blöße  deines Bruders .,Die Blöße  der Frau  deines Bruders  sollst du nicht aufdecken ; es ist die Blöße  deines Bruders .
