ref,start,word,kind,reason,context_before,context_after
Num.5.6,23,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Wenn ein Mann oder ein Weib irgend eine menschliche Sünde tut und sich damit am HERRN vergeht und die betreffende Seele eine Schuld auf sich lädt;,Wenn ein Mann oder eine Frau irgend eine menschliche Sünde tut und sich damit am HERRN vergeht und die betreffende Seele eine Schuld auf sich lädt;
Num.5.12,68,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Sage den Kindern Israel und sprich zu ihnen: Wenn jemandes Weib sich verginge und ihm untreu würde, und jemand sie beschliefe,","
        Sage den Kindern Israel und sprich zu ihnen: Wenn jemandes Frau sich verginge und ihm untreu würde, und jemand sie beschliefe,"
Num.5.14,62,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und es käme über ihn ein Geist der Eifersucht, daß er um sein Weib eiferte, weil sie unrein geworden ist (oder wenn der Eifersuchtsgeist über ihn käme, daß er um sein Weib eiferte, ob sie schon nicht unrein geworden ist)","und es käme über ihn ein Geist der Eifersucht, dass er um seine Frau eiferte, weil sie unrein geworden ist (oder wenn der Eifersuchtsgeist über ihn käme, dass er um seine Frau eiferte, ob sie schon nicht unrein geworden ist)"
Num.5.14,167,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und es käme über ihn ein Geist der Eifersucht, daß er um sein Weib eiferte, weil sie unrein geworden ist (oder wenn der Eifersuchtsgeist über ihn käme, daß er um sein Weib eiferte, ob sie schon nicht unrein geworden ist)","und es käme über ihn ein Geist der Eifersucht, dass er um seine Frau eiferte, weil sie unrein geworden ist (oder wenn der Eifersuchtsgeist über ihn käme, dass er um seine Frau eiferte, ob sie schon nicht unrein geworden ist)"
Num.5.15,22,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"so soll der Mann sein Weib zum Priester führen und um ihretwillen ein Opfer für sie bringen, ein Zehntel Epha Gerstenmehl; er soll aber kein Öl darauf gießen, noch Weihrauch darauf tun; denn es ist ein Eiferopfer und ein Gedächtnisopfer, das die Schuld ins Gedächtnis ruft.","so soll der Mann seine Frau zum Priester führen und um ihretwillen ein Opfer für sie bringen, ein Zehntel Epha Gerstenmehl; er soll aber kein Öl darauf gießen, noch Weihrauch darauf tun; denn es ist ein Eiferopfer und ein Gedächtnisopfer, das die Schuld ins Gedächtnis ruft."
Num.5.18,22,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        und soll das Weib vor den HERRN stellen und ihr Haar auflösen und das Gedächtnisopfer, das ein Eiferopfer ist, auf ihre Hände legen. Und der Priester soll in seiner Hand das bittere, fluchbringende Wasser haben;","
        und soll die Frau vor den HERRN stellen und ihr Haar auflösen und das Gedächtnisopfer, das ein Eiferopfer ist, auf ihre Hände legen. Und der Priester soll in seiner Hand das bittere, fluchbringende Wasser haben;"
Num.5.19,25,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        und er soll das Weib beschwören und zu ihr sagen: »Hat dich kein Mann beschlafen und hast du dich nicht vergangen und neben deinem Mann verunreinigt, so sollst du von diesem bitteren fluchbringenden Wasser unbeschädigt bleiben;","
        und er soll die Frau beschwören und zu ihr sagen: »Hat dich kein Mann beschlafen und hast du dich nicht vergangen und neben deinem Mann verunreinigt, so sollst du von diesem bitteren fluchbringenden Wasser unbeschädigt bleiben;"
Num.5.21,56,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"so soll der Priester in seinem Beschwörungsfluch zu dem Weibe sagen setze dich der HERR zum Fluch und zum Schwur unter deinem Volk, daß der HERR deine Hüfte schwinden und deinen Bauch anschwellen lasse!","so soll der Priester in seinem Beschwörungsfluch zu der Frau sagen setze dich der HERR zum Fluch und zum Schwur unter deinem Volk, dass der HERR deine Hüfte schwinden und deinen Bauch anschwellen lasse!"
Num.5.22,118,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"So gehe nun dieses fluchbringende Wasser in deinen Leib, daß dein Bauch anschwelle und deine Hüfte schwinde!« Und das Weib soll sagen: Amen, Amen!","So gehe nun dieses fluchbringende Wasser in deinen Leib, dass dein Bauch anschwelle und deine Hüfte schwinde!« Und die Frau soll sagen: Amen, Amen!"
Num.5.24,16,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und er soll dem Weibe von dem bittern, fluchbringenden Wasser zu trinken geben, daß das fluchbringende Wasser in sie eindringe und ihr bitter sei.","Und er soll der Frau von dem bittern, fluchbringenden Wasser zu trinken geben, dass das fluchbringende Wasser in sie eindringe und ihr bitter sei."
Num.5.26,126,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Und er soll eine Handvoll von dem Speisopfer nehmen, zum Gedächtnis, und es auf dem Altar verbrennen und darnach dem Weibe das Wasser zu trinken geben.","
        Und er soll eine Handvoll von dem Speisopfer nehmen, zum Gedächtnis, und es auf dem Altar verbrennen und darnach der Frau das Wasser zu trinken geben."
Num.5.27,255,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Und wenn sie das Wasser getrunken hat, so wird, wenn sie unrein geworden ist und sich an ihrem Mann vergangen hat, das fluchbringende Wasser in sie eindringen und sie vergiften, so daß ihr Bauch anschwellen und ihre Hüfte schwinden wird, und das Weib wird unter ihrem Volk ein Fluch sein.","
        Und wenn sie das Wasser getrunken hat, so wird, wenn sie unrein geworden ist und sich an ihrem Mann vergangen hat, das fluchbringende Wasser in sie eindringen und sie vergiften, so dass ihr Bauch anschwellen und ihre Hüfte schwinden wird, und die Frau wird unter ihrem Volk ein Fluch sein."
Num.5.28,13,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Ist aber das Weib nicht verunreinigt, sondern rein, so wird sie unbeschädigt bleiben, daß sie Samen empfangen kann.","Ist aber die Frau nicht verunreinigt, sondern rein, so wird sie unbeschädigt bleiben, dass sie Samen empfangen kann."
Num.5.29,34,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Das ist das Eifergesetz: Wenn ein Weib neben ihrem Manne ausschweift und unrein wird,","Das ist das Eifergesetz: Wenn eine Frau neben ihrem Manne ausschweift und unrein wird,"
Num.5.30,73,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"oder wenn der Geist der Eifersucht über einen Mann kommt, daß er um sein Weib eifert, so soll er sie vor den HERRN stellen, daß der Priester gänzlich mit ihr verfahre nach diesem Gesetz.","oder wenn der Geist der Eifersucht über einen Mann kommt, dass er um seine Frau eifert, so soll er sie vor den HERRN stellen, dass der Priester gänzlich mit ihr verfahre nach diesem Gesetz."
Num.5.31,34,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Dann ist der Mann unschuldig; das Weib aber hat ihre Schuld zu tragen.,Dann ist der Mann unschuldig; die Frau aber hat ihre Schuld zu tragen.
Num.6.2,23,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn ein Mann oder ein Weib das besondere Gelübde eines Nasiräers tun will, um sich dem HERRN zu weihen,","Wenn ein Mann oder eine Frau das besondere Gelübde eines Nasiräers tun will, um sich dem HERRN zu weihen,"
Num.12.1,73,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Mirjam aber und Aaron redeten wider Mose wegen des äthiopischen Weibes, das er genommen hatte; denn er hatte eine Äthiopierin zum Weibe genommen.","
        Mirjam aber und Aaron redeten wider Mose wegen des äthiopischen Frau, die er genommen hatte; denn er hatte eine Äthiopierin zur Frau genommen."
Num.12.1,139,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Mirjam aber und Aaron redeten wider Mose wegen des äthiopischen Weibes, das er genommen hatte; denn er hatte eine Äthiopierin zum Weibe genommen.","
        Mirjam aber und Aaron redeten wider Mose wegen des äthiopischen Frau, die er genommen hatte; denn er hatte eine Äthiopierin zur Frau genommen."
Num.20.11,78,floß,spelling-context,Kontextabhängige Schreibung/modernes Homograph; unverändert prüfen.,Und Mose hob seine Hand auf und schlug den Felsen zweimal mit seinem Stab. Da floß viel Wasser heraus; und die Gemeinde und ihr Vieh tranken.,Und Mose hob seine Hand auf und schlug den Felsen zweimal mit seinem Stab. Da floß viel Wasser heraus; und die Gemeinde und ihr Vieh tranken.
Num.25.8,119,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und ging dem israelitischen Mann nach, hinein in das Gemach, und durchstach sie beide, den israelitischen Mann und das Weib, durch den Bauch. Da hörte die Plage auf von den Kindern Israel.","und ging dem israelitischen Mann nach, hinein in das Gemach, und durchstach sie beide, den israelitischen Mann und die Frau, durch den Bauch. Da hörte die Plage auf von den Kindern Israel."
Num.25.15,30,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Das erschlagene midianitische Weib aber hieß Kosbi; eine Tochter Zurs, der das Stammesoberhaupt eines Vaterhauses unter den Midianitern war.","Die erschlagene midianitische Frau aber hieß Kosbi; eine Tochter Zurs, der das Stammesoberhaupt eines Vaterhauses unter den Midianitern war."
Num.26.59,8,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Und das Weib Amrams hieß Jochebed, eine Tochter Levis, die ihm in Ägypten geboren war; und sie gebar dem Amram Aaron und Mose und ihre Schwester Mirjam.","Und die Frau Amrams hieß Jochebed, eine Tochter Levis, die ihm in Ägypten geboren war; und sie gebar dem Amram Aaron und Mose und ihre Schwester Mirjam."
Num.30.4,9,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn ein Weib dem HERRN ein Gelübde tut und sich verpflichtet, solange sie noch eine Jungfrau in ihres Vaters Hause ist,","Wenn eine Frau dem HERRN ein Gelübde tut und sich verpflichtet, solange sie noch eine Jungfrau in ihres Vaters Hause ist,"
Num.30.17,82,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Das sind die Rechte, die der HERR Mose geboten hat, eines Mannes gegenüber seinem Weibe und eines Vaters gegenüber seiner Tochter, solange sie noch eine Jungfrau in ihres Vaters Hause ist.","Das sind die Rechte, die der HERR Mose geboten hat, eines Mannes gegenüber seiner Frau und eines Vaters gegenüber seiner Tochter, solange sie noch eine Jungfrau in ihres Vaters Hause ist."
Deut.5.21,40,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Laß dich nicht gelüsten deines Nächsten Weibes; laß dich nicht gelüsten deines Nächsten Hauses, noch seines Ackers, noch seines Knechtes, noch seiner Magd, noch seines Ochsen, noch seines Esels, noch alles dessen, was dein Nächster hat.","Lass dich nicht gelüsten deines Nächsten Frau; lass dich nicht gelüsten deines Nächsten Hauses, noch seines Ackers, noch seines Knechtes, noch seiner Magd, noch seines Ochsen, noch seines Esels, noch alles dessen, was dein Nächster hat."
Deut.13.7,87,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn dich dein Bruder, deiner Mutter Sohn, oder dein Sohn, oder deine Tochter oder das Weib an deinem Busen, oder dein Freund, der dir wie deine Seele ist, heimlich überreden und sagen wollte:","Wenn dich dein Bruder, deiner Mutter Sohn, oder dein Sohn, oder deine Tochter oder die Frau an deinem Busen, oder dein Freund, der dir wie deine Seele ist, heimlich überreden und sagen wollte:"
Deut.17.2,97,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn unter dir, in einem deiner Tore, die der HERR, dein Gott, dir geben wird, ein Mann oder ein Weib gefunden wird, welche tun, was vor den Augen des HERRN böse ist, so daß sie seinen Bund übertreten,","Wenn unter dir, in einem deiner Tore, die der HERR, dein Gott, dir geben wird, ein Mann oder eine Frau gefunden wird, welche tun, was vor den Augen des HERRN böse ist, so dass sie seinen Bund übertreten,"
Deut.17.5,35,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"so sollst du jenen Mann oder jenes Weib, die solches Übel getan haben, zu deinen Toren hinausführen, den Mann oder das Weib, und sollst sie zu Tode steinigen.","so sollst du jenen Mann oder jene Frau, die solches Übel getan haben, zu deinen Toren hinausführen, den Mann oder die Frau, und sollst sie zu Tode steinigen."
Deut.17.5,119,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"so sollst du jenen Mann oder jenes Weib, die solches Übel getan haben, zu deinen Toren hinausführen, den Mann oder das Weib, und sollst sie zu Tode steinigen.","so sollst du jenen Mann oder jene Frau, die solches Übel getan haben, zu deinen Toren hinausführen, den Mann oder die Frau, und sollst sie zu Tode steinigen."
Deut.20.7,28,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Wer sich mit einem Weibe verlobt und sie noch nicht heimgeführt hat, der gehe hin und kehre wieder in sein Haus zurück, daß er nicht im Krieg umkomme und ein anderer sie heimführe.","
        Wer sich mit einer Frau verlobt und sie noch nicht heimgeführt hat, der gehe hin und kehre wieder in sein Haus zurück, dass er nicht im Krieg umkomme und ein anderer sie heimführe."
Deut.21.11,40,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und du unter den Gefangenen ein schönes Weib siehst und dich in sie verliebst und sie zum Weibe nimmst,","und du unter den Gefangenen eine schöne Frau siehst und dich in sie verliebst und sie zur Frau nimmst,"
Deut.21.11,90,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und du unter den Gefangenen ein schönes Weib siehst und dich in sie verliebst und sie zum Weibe nimmst,","und du unter den Gefangenen eine schöne Frau siehst und dich in sie verliebst und sie zur Frau nimmst,"
Deut.21.13,196,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und die Kleider ihrer Gefangenschaft ablegen, und laß sie in deinem Hause wohnen und ihren Vater und ihre Mutter einen Monat lang beweinen; darnach komme zu ihr und nimm sie zur Ehe, daß sie dein Weib sei.","und die Kleider ihrer Gefangenschaft ablegen, und lass sie in deinem Hause wohnen und ihren Vater und ihre Mutter einen Monat lang beweinen; darnach komme zu ihr und nimm sie zur Ehe, dass sie deine Frau sei."
Deut.22.5,4,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Ein Weib soll keine Männertracht tragen, und ein Mann soll keine Weiberkleider anziehen; denn wer solches tut, ist dem HERRN, deinem Gott, ein Greuel.","Eine Frau soll keine Männertracht tragen, und ein Mann soll keine Weiberkleider anziehen; denn wer solches tut, ist dem HERRN, deinem Gott, ein Gräuel."
Deut.22.13,16,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn jemand ein Weib nimmt und zu ihr kommt, hernach aber sie zu hassen beginnt","Wenn jemand eine Frau nimmt und zu ihr kommt, hernach aber sie zu hassen beginnt"
Deut.22.14,128,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        und gegen sie den Vorwurf der Unzucht erhebt und sie in einen schlechten Ruf bringt, indem er spricht: Ich habe dieses Weib genommen; als ich ihr aber näher kam, habe ich sie nicht als Jungfrau erfunden;","
        und gegen sie den Vorwurf der Unzucht erhebt und sie in einen schlechten Ruf bringt, indem er spricht: Ich habe diese Frau genommen; als ich ihr aber näher kam, habe ich sie nicht als Jungfrau erfunden;"
Deut.22.16,93,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,Und der Vater der Tochter soll zu den Ältesten sagen: Ich habe diesem Mann meine Tochter zum Weibe gegeben.,Und der Vater der Tochter soll zu den Ältesten sagen: Ich habe diesem Mann meine Tochter zur Frau gegeben.
Deut.22.19,170,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und ihm eine Buße von hundert Schekel Silber auferlegen und dieselben dem Vater der Tochter geben, weil jener eine Jungfrau in Israel verleumdet hat; und er soll sie zum Weibe haben, er kann sie sein Leben lang nicht verstoßen.","und ihm eine Buße von hundert Schekel Silber auferlegen und dieselben dem Vater der Tochter geben, weil jener eine Jungfrau in Israel verleumdet hat; und er soll sie zur Frau haben, er kann sie sein Leben lang nicht verstoßen."
Deut.22.22,116,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn jemand ertappt wird, daß er bei einer verheirateten Frau liegt, so sollen beide sterben, der Mann, der bei dem Weibe gelegen, und das Weib. Also sollst du das Böse von Israel ausrotten.","Wenn jemand ertappt wird, dass er bei einer verheirateten Frau liegt, so sollen beide sterben, der Mann, der bei der Frau gelegen, und die Frau. Also sollst du das Böse von Israel ausrotten."
Deut.22.22,139,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn jemand ertappt wird, daß er bei einer verheirateten Frau liegt, so sollen beide sterben, der Mann, der bei dem Weibe gelegen, und das Weib. Also sollst du das Böse von Israel ausrotten.","Wenn jemand ertappt wird, dass er bei einer verheirateten Frau liegt, so sollen beide sterben, der Mann, der bei der Frau gelegen, und die Frau. Also sollst du das Böse von Israel ausrotten."
Deut.22.24,219,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"so sollt ihr sie beide zum Tor jener Stadt hinausführen und sollt sie beide steinigen, daß sie sterben: die Tochter darum, daß sie nicht geschrieen hat, weil sie in der Stadt war; den Mann darum, daß er seines Nächsten Weib geschwächt hat. Also sollst du das Böse von dir ausrotten.","so sollt ihr sie beide zum Tor jener Stadt hinausführen und sollt sie beide steinigen, dass sie sterben: die Tochter darum, dass sie nicht geschrieen hat, weil sie in der Stadt war; den Mann darum, dass er seines Nächsten Frau geschwächt hat. Also sollst du das Böse von dir ausrotten."
Deut.22.29,102,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"so soll der Mann, der bei der Tochter gelegen, ihrem Vater fünfzig Schekel geben, und er soll sie zum Weibe haben, weil er sie geschwächt hat; er kann sie nicht verstoßen sein Leben lang.","so soll der Mann, der bei der Tochter gelegen, ihrem Vater fünfzig Schekel geben, und er soll sie zur Frau haben, weil er sie geschwächt hat; er kann sie nicht verstoßen sein Leben lang."
Deut.23.1,45,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Niemand 
        soll seines Vaters Weib nehmen, damit er nicht seinen Vater entblöße.","
        Niemand 
        soll seines Vaters Frau nehmen, damit er nicht seinen Vater entblöße."
Deut.24.1,16,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn jemand ein Weib nimmt und sie ehelicht, und sie findet nicht Gnade vor seinen Augen, weil er etwas Schändliches an ihr gefunden hat, so soll er ihr einen Scheidebrief schreiben und ihr denselben in die Hand geben und sie aus seinem Hause entlassen.","Wenn jemand eine Frau nimmt und sie ehelicht, und sie findet nicht Gnade vor seinen Augen, weil er etwas Schändliches an ihr gefunden hat, so soll er ihr einen Scheidebrief schreiben und ihr denselben in die Hand geben und sie aus seinem Hause entlassen."
Deut.24.2,71,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn sie dann sein Haus verlassen hat und hingegangen und eines andern Weib geworden ist,","Wenn sie dann sein Haus verlassen hat und hingegangen und eines andern Frau geworden ist,"
Deut.24.3,200,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"und derselbe andere Mann ihr auch gram wird, daß er einen Scheidebrief schreibt und ihr denselben in die Hand gibt und sie aus seinem Hause entläßt; oder wenn der andere Mann stirbt, der sie sich zum Weibe genommen hat","und derselbe andere Mann ihr auch gram wird, dass er einen Scheidebrief schreibt und ihr denselben in die Hand gibt und sie aus seinem Hause entlässt; oder wenn der andere Mann stirbt, der sie sich zur Frau genommen hat"
Deut.24.4,94,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"so kann ihr erster Mann, der sie entlassen hat, sie nicht wieder nehmen, daß sie alsdann sein Weib sei, nachdem sie verunreinigt worden ist; denn das wäre ein Greuel vor dem HERRN; und du sollst das Land nicht mit Sünde beflecken, das dir der HERR, dein Gott, zum Erbe gegeben hat.","so kann ihr erster Mann, der sie entlassen hat, sie nicht wieder nehmen, dass sie alsdann seine Frau sei, nachdem sie verunreinigt worden ist; denn das wäre ein Gräuel vor dem HERRN; und du sollst das Land nicht mit Sünde beflecken, das dir der HERR, dein Gott, zum Erbe gegeben hat."
Deut.24.5,25,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn jemand kürzlich ein Weib genommen hat, so soll er nicht in den Krieg ziehen, und man soll ihm nichts auflegen; er soll in seinem Hause ein Jahr lang frei sein, daß er sich seines Weibes erfreue, das er genommen hat.","Wenn jemand kürzlich eine Frau genommen hat, so soll er nicht in den Krieg ziehen, und man soll ihm nichts auflegen; er soll in seinem Hause ein Jahr lang frei sein, dass er sich seiner Frau erfreue, das er genommen hat."
Deut.24.5,184,Weibes,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn jemand kürzlich ein Weib genommen hat, so soll er nicht in den Krieg ziehen, und man soll ihm nichts auflegen; er soll in seinem Hause ein Jahr lang frei sein, daß er sich seines Weibes erfreue, das er genommen hat.","Wenn jemand kürzlich eine Frau genommen hat, so soll er nicht in den Krieg ziehen, und man soll ihm nichts auflegen; er soll in seinem Hause ein Jahr lang frei sein, dass er sich seiner Frau erfreue, das er genommen hat."
Deut.25.5,81,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn Brüder beieinander wohnen und einer von ihnen kinderlos stirbt, so soll das Weib des Verstorbenen nicht einen fremden Mann von auswärts nehmen, sondern ihr Schwager soll zu ihr kommen und sie zum Weibe nehmen und die Schwagerpflicht an ihr vollziehen.","Wenn Brüder beieinander wohnen und einer von ihnen kinderlos stirbt, so soll die Frau des Verstorbenen nicht einen fremden Mann von auswärts nehmen, sondern ihr Schwager soll zu ihr kommen und sie zur Frau nehmen und die Schwagerpflicht an ihr vollziehen."
Deut.25.5,201,Weibe,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn Brüder beieinander wohnen und einer von ihnen kinderlos stirbt, so soll das Weib des Verstorbenen nicht einen fremden Mann von auswärts nehmen, sondern ihr Schwager soll zu ihr kommen und sie zum Weibe nehmen und die Schwagerpflicht an ihr vollziehen.","Wenn Brüder beieinander wohnen und einer von ihnen kinderlos stirbt, so soll die Frau des Verstorbenen nicht einen fremden Mann von auswärts nehmen, sondern ihr Schwager soll zu ihr kommen und sie zur Frau nehmen und die Schwagerpflicht an ihr vollziehen."
Deut.25.7,56,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Gefällt es aber dem Mann nicht, seines Bruders Weib zu nehmen, so soll seines Bruders Weib hinaufgehen unter das Tor zu den Ältesten und sagen: Mein Schwager weigert sich, seinem Bruder einen Namen in Israel zu erwecken und will mir die Schwagerpflicht nicht leisten.","
        Gefällt es aber dem Mann nicht, seines Bruders Frau zu nehmen, so soll seines Bruders Frau hinaufgehen unter das Tor zu den Ältesten und sagen: Mein Schwager weigert sich, seinem Bruder einen Namen in Israel zu erwecken und will mir die Schwagerpflicht nicht leisten."
Deut.25.7,95,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"
        Gefällt es aber dem Mann nicht, seines Bruders Weib zu nehmen, so soll seines Bruders Weib hinaufgehen unter das Tor zu den Ältesten und sagen: Mein Schwager weigert sich, seinem Bruder einen Namen in Israel zu erwecken und will mir die Schwagerpflicht nicht leisten.","
        Gefällt es aber dem Mann nicht, seines Bruders Frau zu nehmen, so soll seines Bruders Frau hinaufgehen unter das Tor zu den Ältesten und sagen: Mein Schwager weigert sich, seinem Bruder einen Namen in Israel zu erwecken und will mir die Schwagerpflicht nicht leisten."
Deut.25.9,23,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"so soll seines Bruders Weib vor den Ältesten zu ihm treten und ihm seinen Schuh vom Fuße ziehen und ihm ins Angesicht speien und soll anheben und sagen: So soll man jedem Manne tun, der seines Bruders Haus nicht bauen will!","so soll seines Bruders Frau vor den Ältesten zu ihm treten und ihm seinen Schuh vom Fuße ziehen und ihm ins Angesicht speien und soll anheben und sagen: So soll man jedem Manne tun, der seines Bruders Haus nicht bauen will!"
Deut.25.11,51,Weib,gender-agreement,Nominalgruppe regelbasiert angepasst; längere Pronomenbezüge/Satzkongruenz prüfen.,"Wenn zwei Männer miteinander hadern, und des einen Weib läuft hinzu, um ihren Mann von der Hand dessen, der ihn schlägt, zu erretten, und streckt ihre Hand aus und ergreift ihn bei seiner Scham,","Wenn zwei Männer miteinander hadern, und des einen Frau läuft hinzu, um ihren Mann von der Hand dessen, der ihn schlägt, zu erretten, und streckt ihre Hand aus und ergreift ihn bei seiner Scham,"
Deut.27.3,4,sobald,spelling-context,Kontextabhängige Schreibung/modernes Homograph; unverändert prüfen.,"Und sobald du hinübergegangen bist, sollst du alle Worte dieses Gesetzes darauf schreiben, damit du in das Land hineinkommest, das der HERR, dein Gott, dir gibt, ein Land, das von Milch und Honig fließt, wie der HERR, der Gott deiner Väter, dir verheißen hat.","Und sobald du hinübergegangen bist, sollst du alle Worte dieses Gesetzes darauf schreiben, damit du in das Land hineinkommest, das der HERR, dein Gott, dir gibt, ein Land, das von Milch und Honig fließt, wie der HERR, der Gott deiner Väter, dir verheißen hat."
Deut.27.4,0,Sobald,spelling-context,Kontextabhängige Schreibung/modernes Homograph; unverändert prüfen.,"Sobald ihr nun den Jordan überschritten habt, sollt ihr diese Steine, wie ich euch gebiete, auf dem Berge Ebal aufrichten und mit Kalk tünchen.","Sobald ihr nun den Jordan überschritten habt, sollt ihr diese Steine, wie ich euch gebiete, auf dem Berge Ebal aufrichten und mit Kalk tünchen."
